Step/Epoch,Metric,Value
325,Train Loss,2.617279052734375
326,Train Loss,2.0025181770324707
327,Train Loss,2.7098121643066406
328,Train Loss,2.652919054031372
329,Train Loss,2.111176013946533
330,Train Loss,2.565365791320801
331,Train Loss,2.0669326782226562
332,Train Loss,2.4127187728881836
333,Train Loss,2.3506546020507812
334,Train Loss,2.422121524810791
335,Train Loss,2.490213394165039
336,Train Loss,2.293205499649048
337,Train Loss,2.9422435760498047
338,Train Loss,2.1571478843688965
339,Train Loss,2.647578239440918
340,Train Loss,2.3974342346191406
341,Train Loss,2.0819201469421387
342,Train Loss,2.3833258152008057
343,Train Loss,2.982633113861084
344,Train Loss,2.5298004150390625
345,Train Loss,2.0938563346862793
346,Train Loss,2.5199546813964844
347,Train Loss,2.949462890625
348,Train Loss,2.491119384765625
349,Train Loss,2.2472662925720215
350,Train Loss,2.343667507171631
351,Train Loss,2.512007236480713
352,Train Loss,2.5740182399749756
353,Train Loss,2.2378432750701904
354,Train Loss,2.0953598022460938
355,Train Loss,2.417266845703125
356,Train Loss,2.7732667922973633
357,Train Loss,2.2149391174316406
358,Train Loss,1.907735824584961
359,Train Loss,2.221813201904297
360,Train Loss,2.251983165740967
361,Train Loss,2.2821712493896484
362,Train Loss,2.208568572998047
363,Train Loss,2.6174240112304688
364,Train Loss,2.1953535079956055
365,Train Loss,2.2566566467285156
366,Train Loss,2.6000521183013916
367,Train Loss,2.2208948135375977
368,Train Loss,2.3607919216156006
369,Train Loss,2.33809757232666
370,Train Loss,2.4298009872436523
371,Train Loss,2.2801942825317383
372,Train Loss,2.6097631454467773
373,Train Loss,2.6187477111816406
374,Train Loss,2.420563220977783
375,Train Loss,2.5645694732666016
376,Train Loss,2.4311938285827637
377,Train Loss,2.660917282104492
378,Train Loss,2.266936779022217
379,Train Loss,2.003739595413208
380,Train Loss,2.2197232246398926
381,Train Loss,2.362797737121582
382,Train Loss,2.919600486755371
383,Train Loss,2.381256103515625
384,Train Loss,2.065417528152466
385,Train Loss,2.351776123046875
386,Train Loss,2.218893051147461
387,Train Loss,2.285207748413086
388,Train Loss,2.4814624786376953
389,Train Loss,2.5112009048461914
390,Train Loss,2.09133243560791
391,Train Loss,2.1381783485412598
392,Train Loss,2.3387012481689453
393,Train Loss,2.3984293937683105
394,Train Loss,2.0983543395996094
395,Train Loss,2.3593196868896484
396,Train Loss,2.124025821685791
397,Train Loss,2.1287784576416016
398,Train Loss,2.6869752407073975
399,Train Loss,2.2636184692382812
400,Train Loss,1.8917112350463867
401,Train Loss,2.1868600845336914
402,Train Loss,2.2263832092285156
403,Train Loss,2.074082374572754
404,Train Loss,2.5462870597839355
405,Train Loss,1.9770874977111816
406,Train Loss,2.138713836669922
407,Train Loss,2.046818256378174
408,Train Loss,2.620612144470215
409,Train Loss,2.104616641998291
410,Train Loss,1.809537649154663
411,Train Loss,2.690002918243408
412,Train Loss,2.116431474685669
413,Train Loss,2.5385262966156006
414,Train Loss,2.623933792114258
415,Train Loss,2.430701732635498
416,Train Loss,2.3333020210266113
417,Train Loss,1.9165546894073486
418,Train Loss,2.2742559909820557
419,Train Loss,2.146000862121582
420,Train Loss,2.1950862407684326
421,Train Loss,2.063166379928589
422,Train Loss,1.9563381671905518
423,Train Loss,2.3308629989624023
424,Train Loss,2.2454442977905273
425,Train Loss,2.2008111476898193
426,Train Loss,2.2848129272460938
427,Train Loss,2.176523208618164
428,Train Loss,1.9522705078125
429,Train Loss,2.2218666076660156
430,Train Loss,2.257162094116211
431,Train Loss,1.8679494857788086
432,Train Loss,2.212885856628418
433,Train Loss,2.4441378116607666
434,Train Loss,2.497037410736084
435,Train Loss,2.549833297729492
436,Train Loss,2.498750686645508
437,Train Loss,1.9636116027832031
438,Train Loss,2.8295273780822754
439,Train Loss,2.0384130477905273
440,Train Loss,2.428884983062744
441,Train Loss,2.2773094177246094
442,Train Loss,2.8160171508789062
443,Train Loss,2.1862597465515137
444,Train Loss,2.3918685913085938
445,Train Loss,2.2896554470062256
446,Train Loss,2.1390371322631836
447,Train Loss,2.30780029296875
448,Train Loss,1.8398358821868896
449,Train Loss,2.4142141342163086
450,Train Loss,2.2439117431640625
451,Train Loss,1.8530023097991943
452,Train Loss,1.9959001541137695
453,Train Loss,2.15956449508667
454,Train Loss,2.4044148921966553
455,Train Loss,1.9660123586654663
456,Train Loss,1.7485694885253906
457,Train Loss,2.7559738159179688
458,Train Loss,2.6030092239379883
459,Train Loss,2.0619256496429443
460,Train Loss,2.195916175842285
461,Train Loss,3.032470226287842
462,Train Loss,1.909949779510498
463,Train Loss,2.518524169921875
464,Train Loss,2.9887118339538574
465,Train Loss,1.7864034175872803
466,Train Loss,2.177581787109375
467,Train Loss,2.5198841094970703
468,Train Loss,2.5870471000671387
469,Train Loss,2.7388124465942383
470,Train Loss,2.1677587032318115
471,Train Loss,1.8170711994171143
472,Train Loss,2.5725903511047363
473,Train Loss,2.2404396533966064
474,Train Loss,1.9384031295776367
475,Train Loss,2.0693368911743164
476,Train Loss,2.362837314605713
477,Train Loss,2.019068717956543
478,Train Loss,2.366384506225586
479,Train Loss,2.6006484031677246
480,Train Loss,2.1296310424804688
481,Train Loss,2.4137210845947266
482,Train Loss,2.220989227294922
483,Train Loss,2.4381103515625
484,Train Loss,2.7170917987823486
485,Train Loss,1.97129487991333
486,Train Loss,2.6834464073181152
487,Train Loss,2.3907971382141113
488,Train Loss,2.6120338439941406
489,Train Loss,2.105897903442383
490,Train Loss,2.087024688720703
491,Train Loss,2.331745147705078
492,Train Loss,2.3568930625915527
493,Train Loss,2.7149887084960938
494,Train Loss,2.027900218963623
495,Train Loss,2.609098434448242
496,Train Loss,2.460047721862793
497,Train Loss,2.0983633995056152
498,Train Loss,1.8286055326461792
499,Train Loss,2.288033962249756
500,Train Loss,2.624631404876709
501,Train Loss,2.170691967010498
502,Train Loss,2.1222310066223145
503,Train Loss,2.193033218383789
504,Train Loss,2.3685131072998047
505,Train Loss,1.7506027221679688
506,Train Loss,2.118325710296631
507,Train Loss,1.9559030532836914
508,Train Loss,1.9839563369750977
509,Train Loss,2.36752986907959
510,Train Loss,1.7666985988616943
511,Train Loss,1.852665901184082
512,Train Loss,2.2616653442382812
513,Train Loss,2.335160732269287
514,Train Loss,2.0483932495117188
515,Train Loss,2.3410911560058594
516,Train Loss,2.2318408489227295
517,Train Loss,2.0320839881896973
518,Train Loss,2.0925025939941406
519,Train Loss,2.0160298347473145
520,Train Loss,2.152686595916748
521,Train Loss,2.442575454711914
522,Train Loss,2.403738021850586
523,Train Loss,2.073902130126953
524,Train Loss,2.0703468322753906
525,Train Loss,2.035037040710449
526,Train Loss,1.7829537391662598
527,Train Loss,2.233783721923828
528,Train Loss,2.128793716430664
529,Train Loss,2.363618850708008
530,Train Loss,2.191771984100342
531,Train Loss,2.0599684715270996
532,Train Loss,2.221517562866211
533,Train Loss,3.079948902130127
534,Train Loss,1.943911075592041
535,Train Loss,2.1244733333587646
536,Train Loss,2.002497673034668
537,Train Loss,1.7986396551132202
538,Train Loss,2.1689724922180176
539,Train Loss,2.8263370990753174
540,Train Loss,2.611082077026367
541,Train Loss,2.5316619873046875
542,Train Loss,2.6571085453033447
543,Train Loss,2.349677562713623
544,Train Loss,2.0645852088928223
545,Train Loss,2.212449550628662
546,Train Loss,1.9745463132858276
547,Train Loss,2.0906105041503906
548,Train Loss,2.0349645614624023
549,Train Loss,1.8921329975128174
550,Train Loss,2.038668632507324
551,Train Loss,2.6952781677246094
552,Train Loss,2.4032580852508545
553,Train Loss,1.8189395666122437
554,Train Loss,1.7133007049560547
555,Train Loss,2.270904541015625
556,Train Loss,2.2189488410949707
557,Train Loss,2.6527278423309326
558,Train Loss,2.1473770141601562
559,Train Loss,1.8577709197998047
560,Train Loss,2.3493847846984863
561,Train Loss,2.3762173652648926
562,Train Loss,2.416839599609375
563,Train Loss,2.6324450969696045
564,Train Loss,2.249424457550049
565,Train Loss,2.277137279510498
566,Train Loss,2.1932406425476074
567,Train Loss,2.3080506324768066
568,Train Loss,2.200342893600464
569,Train Loss,2.0927817821502686
570,Train Loss,2.488025665283203
571,Train Loss,2.052879810333252
572,Train Loss,2.154982566833496
573,Train Loss,2.3938865661621094
574,Train Loss,2.340585947036743
575,Train Loss,2.065458297729492
576,Train Loss,1.9560236930847168
577,Train Loss,2.52099609375
578,Train Loss,2.384945869445801
579,Train Loss,2.0205349922180176
580,Train Loss,2.5417661666870117
581,Train Loss,2.042673110961914
582,Train Loss,2.419672966003418
583,Train Loss,2.3500752449035645
584,Train Loss,2.422374725341797
585,Train Loss,2.171837091445923
586,Train Loss,1.5591052770614624
587,Train Loss,2.3201935291290283
588,Train Loss,2.374850273132324
589,Train Loss,2.155190944671631
590,Train Loss,2.1058456897735596
591,Train Loss,2.0736734867095947
592,Train Loss,2.2847464084625244
593,Train Loss,2.5708274841308594
594,Train Loss,2.0113439559936523
595,Train Loss,2.1166234016418457
596,Train Loss,2.1036319732666016
597,Train Loss,1.9995102882385254
598,Train Loss,2.1105852127075195
599,Train Loss,1.742045521736145
600,Train Loss,2.008021593093872
601,Train Loss,2.45806884765625
602,Train Loss,2.584373950958252
603,Train Loss,2.251739978790283
604,Train Loss,2.320082902908325
605,Train Loss,2.4567832946777344
606,Train Loss,2.1379685401916504
607,Train Loss,2.075410842895508
608,Train Loss,2.0168142318725586
609,Train Loss,2.1931910514831543
610,Train Loss,2.017019271850586
611,Train Loss,2.1837549209594727
612,Train Loss,2.1990416049957275
613,Train Loss,2.0696046352386475
614,Train Loss,2.6035943031311035
615,Train Loss,2.2308921813964844
616,Train Loss,2.149496078491211
617,Train Loss,2.381080150604248
618,Train Loss,2.0397682189941406
619,Train Loss,2.4838671684265137
620,Train Loss,2.390913724899292
621,Train Loss,2.37658953666687
622,Train Loss,1.8251755237579346
623,Train Loss,2.2865800857543945
624,Train Loss,2.091109275817871
625,Train Loss,1.7721872329711914
626,Train Loss,1.9695096015930176
627,Train Loss,2.0324668884277344
628,Train Loss,2.504347324371338
629,Train Loss,2.2351083755493164
630,Train Loss,2.0226166248321533
631,Train Loss,2.712779998779297
632,Train Loss,2.1950435638427734
633,Train Loss,2.1797871589660645
634,Train Loss,2.594555377960205
635,Train Loss,2.1152522563934326
636,Train Loss,2.1584014892578125
637,Train Loss,2.0400002002716064
638,Train Loss,2.2446510791778564
639,Train Loss,1.86376953125
640,Train Loss,2.01764178276062
641,Train Loss,2.2114970684051514
642,Train Loss,2.183928966522217
643,Train Loss,2.173318862915039
644,Train Loss,2.2547607421875
645,Train Loss,2.0128819942474365
646,Train Loss,1.7952840328216553
647,Train Loss,2.420927047729492
648,Train Loss,2.111231803894043
649,Train Loss,1.8290679454803467
650,Train Loss,2.0280377864837646
651,Train Loss,2.406796932220459
652,Train Loss,2.428527593612671
653,Train Loss,1.802526831626892
654,Train Loss,1.8006937503814697
655,Train Loss,2.369309663772583
656,Train Loss,2.1262197494506836
657,Train Loss,1.9679510593414307
658,Train Loss,2.1985793113708496
659,Train Loss,2.465579032897949
660,Train Loss,1.9503222703933716
661,Train Loss,2.0619888305664062
662,Train Loss,2.1922168731689453
663,Train Loss,1.999382495880127
664,Train Loss,2.3906683921813965
665,Train Loss,2.1460728645324707
666,Train Loss,2.191866159439087
667,Train Loss,2.2791261672973633
668,Train Loss,2.0060882568359375
669,Train Loss,2.1019105911254883
670,Train Loss,1.998153567314148
671,Train Loss,2.0970659255981445
672,Train Loss,1.9462085962295532
673,Train Loss,2.245389938354492
674,Train Loss,2.060828685760498
675,Train Loss,2.0757031440734863
676,Train Loss,2.0169267654418945
677,Train Loss,2.225116014480591
678,Train Loss,2.2603988647460938
679,Train Loss,2.1927778720855713
680,Train Loss,1.9428355693817139
681,Train Loss,2.766763687133789
682,Train Loss,2.21533203125
683,Train Loss,2.0810787677764893
684,Train Loss,2.188645362854004
685,Train Loss,1.9397048950195312
686,Train Loss,2.0758302211761475
687,Train Loss,2.189940929412842
688,Train Loss,2.4972946643829346
689,Train Loss,2.1415491104125977
690,Train Loss,2.1100709438323975
691,Train Loss,1.8382277488708496
692,Train Loss,2.0279173851013184
693,Train Loss,2.295355796813965
694,Train Loss,2.080000162124634
695,Train Loss,2.1733388900756836
696,Train Loss,2.3875386714935303
697,Train Loss,1.7953262329101562
698,Train Loss,2.2604360580444336
699,Train Loss,2.2164459228515625
700,Train Loss,2.027620315551758
701,Train Loss,1.9842854738235474
702,Train Loss,2.0771713256835938
703,Train Loss,2.264017343521118
704,Train Loss,2.4351751804351807
705,Train Loss,1.9314358234405518
706,Train Loss,2.276014566421509
707,Train Loss,2.301177978515625
708,Train Loss,2.3135862350463867
709,Train Loss,2.015687942504883
710,Train Loss,2.0326919555664062
711,Train Loss,1.7823419570922852
712,Train Loss,1.4280081987380981
713,Train Loss,2.619680404663086
714,Train Loss,2.1478075981140137
715,Train Loss,1.8292514085769653
716,Train Loss,1.7968177795410156
717,Train Loss,2.296304702758789
718,Train Loss,2.2466251850128174
719,Train Loss,1.9344165325164795
720,Train Loss,2.1766140460968018
721,Train Loss,2.099806070327759
722,Train Loss,2.2470881938934326
723,Train Loss,2.207005500793457
724,Train Loss,2.2314348220825195
725,Train Loss,1.9999918937683105
726,Train Loss,1.6352643966674805
727,Train Loss,2.220390796661377
728,Train Loss,2.5841946601867676
729,Train Loss,1.7241103649139404
730,Train Loss,2.001894474029541
731,Train Loss,1.7810895442962646
732,Train Loss,1.6199842691421509
733,Train Loss,2.6703884601593018
734,Train Loss,2.449028968811035
735,Train Loss,2.0987637042999268
736,Train Loss,2.032179832458496
737,Train Loss,1.926070213317871
738,Train Loss,2.5184061527252197
739,Train Loss,2.0636706352233887
740,Train Loss,2.2958950996398926
741,Train Loss,2.2655563354492188
742,Train Loss,1.9045417308807373
743,Train Loss,2.080850601196289
744,Train Loss,2.2878518104553223
745,Train Loss,1.7239961624145508
746,Train Loss,1.8313102722167969
747,Train Loss,2.392648696899414
748,Train Loss,2.2904651165008545
749,Train Loss,2.230325698852539
750,Train Loss,1.9896600246429443
751,Train Loss,2.0376076698303223
752,Train Loss,1.6756482124328613
753,Train Loss,2.126842498779297
754,Train Loss,1.7173599004745483
755,Train Loss,1.7828420400619507
756,Train Loss,1.9284038543701172
757,Train Loss,1.8339014053344727
758,Train Loss,1.9362788200378418
759,Train Loss,2.0028305053710938
760,Train Loss,1.5223581790924072
761,Train Loss,2.1766579151153564
762,Train Loss,1.9587253332138062
763,Train Loss,2.381875991821289
764,Train Loss,2.170506477355957
765,Train Loss,1.7823147773742676
766,Train Loss,1.8311710357666016
767,Train Loss,2.0338542461395264
768,Train Loss,1.7167741060256958
769,Train Loss,1.7245268821716309
770,Train Loss,2.2519779205322266
771,Train Loss,2.110177755355835
772,Train Loss,1.6646502017974854
773,Train Loss,2.3362770080566406
774,Train Loss,1.9012534618377686
775,Train Loss,2.5347182750701904
776,Train Loss,2.522690773010254
777,Train Loss,1.7894753217697144
778,Train Loss,1.6526975631713867
779,Train Loss,1.872931718826294
780,Train Loss,2.1196160316467285
781,Train Loss,1.9821839332580566
782,Train Loss,2.369684934616089
783,Train Loss,1.9650356769561768
784,Train Loss,2.047461986541748
785,Train Loss,1.9956302642822266
786,Train Loss,1.8151392936706543
787,Train Loss,1.8150463104248047
788,Train Loss,2.1100661754608154
789,Train Loss,2.045703172683716
790,Train Loss,2.1471965312957764
791,Train Loss,1.5455389022827148
792,Train Loss,2.1251630783081055
793,Train Loss,1.951578974723816
794,Train Loss,2.339898109436035
795,Train Loss,1.8404529094696045
796,Train Loss,1.9649105072021484
797,Train Loss,2.2290077209472656
798,Train Loss,1.7213554382324219
799,Train Loss,1.6084694862365723
800,Train Loss,1.8643536567687988
801,Train Loss,2.038545608520508
802,Train Loss,1.774878978729248
803,Train Loss,1.7086806297302246
804,Train Loss,2.321934223175049
805,Train Loss,1.4856760501861572
806,Train Loss,1.8322768211364746
807,Train Loss,1.8289551734924316
808,Train Loss,2.110950469970703
809,Train Loss,2.3054895401000977
810,Train Loss,1.8167238235473633
811,Train Loss,1.7822120189666748
812,Train Loss,1.9960508346557617
813,Train Loss,1.9568872451782227
814,Train Loss,2.6389074325561523
815,Train Loss,1.765356183052063
816,Train Loss,1.7942659854888916
817,Train Loss,2.3361454010009766
818,Train Loss,1.8863695859909058
819,Train Loss,1.7928773164749146
820,Train Loss,2.240651845932007
821,Train Loss,2.6790103912353516
822,Train Loss,1.845557451248169
823,Train Loss,2.0239357948303223
824,Train Loss,2.340818166732788
825,Train Loss,2.3342394828796387
826,Train Loss,1.9538705348968506
827,Train Loss,1.9269320964813232
828,Train Loss,2.161015033721924
829,Train Loss,1.9031257629394531
830,Train Loss,2.2223258018493652
831,Train Loss,1.772762656211853
832,Train Loss,2.0972390174865723
833,Train Loss,2.354093074798584
834,Train Loss,1.9473674297332764
835,Train Loss,1.9294320344924927
836,Train Loss,2.184309244155884
837,Train Loss,2.124100685119629
838,Train Loss,2.1258764266967773
839,Train Loss,2.087712526321411
840,Train Loss,1.9860645532608032
841,Train Loss,1.9301196336746216
842,Train Loss,1.923151969909668
843,Train Loss,2.2577271461486816
844,Train Loss,2.03767466545105
845,Train Loss,2.1899986267089844
